"""name""","""experience""","""domains""","""feedback""","""languages""","""jurisdiction""","""charge""","""disposal_days""","""firm""","""location""","""pro bono""","""demographics""","""gender"""
"""Ayesha Kar""","""28""","""Civil Law Media Entertainment Law Civil Law""","""5.0""","""marathi, tamil""","""Supreme Court""","""354.2418653740596""","""94.81496345529035""","""Virk Inc""","""Bangalore""","""yes""","""Large Corporations""","""female"""
"""Navya Hayre""","""28""","""Family Law Family Law Corporate Law""","""4.0""","""gujarati, kannada, tamil""","""High Court""","""232.2504943643968""","""105.03354250054387""","""Gera Group""","""Mumbai""","""yes""","""Large Corporations""","""female"""
"""Khushi Taneja""","""13""","""Media Entertainment Law Family Law Banking Finance Law""","""1.0""","""bengali, kannada""","""High Court""","""469.1949831979341""","""113.40383294296396""","""Mani Ltd""","""Chennai""","""no""","""Small Businesses""","""female"""
"""Aayush Saran""","""9""","""Human Rights Law Corporate Law Intellectual Property Law""","""4.0""","""bengali, punjabi, tamil""","""Supreme Court""","""90.05438070320398""","""60.7259563067567""","""Lall LLC""","""Hyderabad""","""no""","""Individuals""","""female"""
"""Saanvi Barad""","""29""","""Banking Finance Law Constitutional Law Family Law""","""""","""kannada, odia""","""District Court""","""280.1865383642719""","""""","""Babu LLC""","""Chennai""","""no""","""Large Corporations""","""male"""
"""Bhavin Wali""","""15""","""Environmental Law Constitutional Law Labor Law""","""3.0""","""punjabi""","""High Court""","""463.3346886994046""","""109.64166152103972""","""Hans-Borra""","""Hyderabad""","""no""","""Large Corporations""","""male"""
"""Trisha Sundaram""","""13""","""Criminal Law Consumer Protection Law Criminal Law""","""4.0""","""assamese, kannada, malayalam""","""Specialized Court""","""456.8511472157773""","""85.84665966346795""","""Sule-Sharma""","""Chennai""","""yes""","""Individuals""","""female"""
"""Indranil Subramaniam""","""1""","""Labor Law Medical Law Intellectual Property Law""","""3.0""","""assamese, kannada, odia""","""High Court""","""120.43814603708356""","""79.92418816112884""","""Kara-Kashyap""","""Delhi""","""yes""","""Individuals""","""male"""
"""Zoya Khalsa""","""25""","""Criminal Law Civil Law Intellectual Property Law""","""2.0""","""gujarati, odia, urdu""","""Supreme Court""","""214.9869650434054""","""71.18758519506594""","""Buch-Sama""","""Delhi""","""yes""","""Large Corporations""","""female"""
"""Hazel Basu""","""7""","""Constitutional Law Intellectual Property Law Immigration Law""","""2.0""","""bengali, kannada, punjabi""","""District Court""","""328.6046300210133""","""81.67474947683836""","""Andra""","""Delhi""","""yes""","""Individuals""","""male"""
"""Kartik Goel""","""9""","""Medical Law Labor Law Media Entertainment Law""","""3.0""","""malayalam, tamil, telugu""","""Supreme Court""","""121.72769814713098""","""68.96446074864262""","""Chhabra""","""Hyderabad""","""yes""","""Large Corporations""","""male"""
"""Ojas Jain""","""24""","""Family Law Real Estate Law Human Rights Law""","""3.0""","""hindi, telugu""","""Specialized Court""","""485.6099774205824""","""121.36641409098716""","""Bassi-Tripathi""","""Hyderabad""","""no""","""Large Corporations""","""male"""
"""Tanya Sood""","""1""","""Consumer Protection Law Consumer Protection Law Immigration Law""","""2.0""","""malayalam, marathi""","""High Court""","""461.6371979274472""","""89.6634592202914""","""Sundaram-Mani""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Shlok Mangal""","""12""","""Media Entertainment Law Criminal Law Criminal Law""","""3.0""","""bengali, tamil""","""High Court""","""125.12758056551114""","""89.13074187355923""","""Viswanathan""","""Mumbai""","""no""","""Large Corporations""","""male"""
"""Tushar Dugar""","""8""","""Constitutional Law Constitutional Law Tax Law""","""""","""gujarati, malayalam, telugu""","""Supreme Court""","""104.51995756744344""","""""","""Dasgupta-Mangat""","""Hyderabad""","""no""","""Large Corporations""","""male"""
"""Advik Mangal""","""24""","""Human Rights Law Civil Law Consumer Protection Law""","""4.0""","""assamese, hindi, kannada""","""Supreme Court""","""88.43381726371939""","""104.43517753899854""","""Kala Inc""","""Chennai""","""yes""","""Large Corporations""","""male"""
"""Armaan Wagle""","""11""","""Corporate Law Civil Law Immigration Law""","""1.0""","""kannada, punjabi, telugu""","""Specialized Court""","""459.249648816484""","""104.1883223483196""","""Jain-Vasa""","""Mumbai""","""no""","""Individuals""","""male"""
"""Madhav Bora""","""19""","""Media Entertainment Law Media Entertainment Law Family Law""","""2.0""","""bengali, hindi, odia""","""District Court""","""137.13071440795736""","""106.10432915861358""","""Deo Ltd""","""Delhi""","""yes""","""Small Businesses""","""male"""
"""Pihu Gour""","""17""","""Intellectual Property Law Medical Law Civil Law""","""4.0""","""hindi, punjabi, urdu""","""Specialized Court""","""237.3282178449596""","""80.53731673813715""","""Bora Ltd""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Aradhya Ravel""","""8""","""Corporate Law Corporate Law Corporate Law""","""1.0""","""bengali, gujarati, marathi""","""District Court""","""251.9831145434013""","""85.53199792564708""","""Sathe Group""","""Bangalore""","""no""","""Large Corporations""","""female"""
"""Nayantara Sunder""","""3""","""Banking Finance Law Real Estate Law Human Rights Law""","""3.0""","""bengali, odia, tamil""","""High Court""","""319.5549698961054""","""101.53547483163412""","""Keer LLC""","""Delhi""","""no""","""Individuals""","""female"""
"""Alisha Bedi""","""3""","""Civil Law Tax Law Medical Law""","""3.0""","""assamese, odia, telugu""","""District Court""","""82.28090468634123""","""82.0891640754057""","""Goyal-Dasgupta""","""Kolkata""","""yes""","""Large Corporations""","""female"""
"""Zeeshan Seshadri""","""1""","""Tax Law Labor Law Real Estate Law""","""4.0""","""odia, telugu""","""District Court""","""152.0413778302322""","""89.92340051959162""","""Suri""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Saira Ratti""","""27""","""Labor Law Medical Law Corporate Law""","""3.0""","""bengali, gujarati""","""High Court""","""469.1706741135167""","""95.9814564663722""","""Batra""","""Bangalore""","""yes""","""Large Corporations""","""female"""
"""Samiha Bhakta""","""5""","""Media Entertainment Law Intellectual Property Law Corporate Law""","""""","""bengali, kannada, tamil""","""High Court""","""458.7845482708563""","""""","""Batra""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Vritika Sachdev""","""10""","""Family Law Medical Law Real Estate Law""","""4.0""","""malayalam, punjabi, telugu""","""High Court""","""401.5807913325615""","""63.33478556444698""","""Desai Group""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Kimaya Kulkarni""","""7""","""Medical Law Medical Law Immigration Law""","""1.0""","""gujarati, hindi, urdu""","""Specialized Court""","""58.73056052819695""","""100.72118474833418""","""Anne PLC""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Abram Borde""","""26""","""Consumer Protection Law Immigration Law Criminal Law""","""4.0""","""malayalam, marathi, urdu""","""High Court""","""197.15304582324595""","""86.49413913222412""","""Hayre""","""Chennai""","""yes""","""Individuals""","""male"""
"""Ishaan Mann""","""9""","""Consumer Protection Law Corporate Law Real Estate Law""","""2.0""","""odia, telugu, urdu""","""Supreme Court""","""332.5814309043085""","""100.61186566296573""","""Bhalla LLC""","""Mumbai""","""yes""","""Small Businesses""","""female"""
"""Stuvan Keer""","""28""","""Medical Law Labor Law Consumer Protection Law""","""4.0""","""hindi, malayalam, punjabi""","""High Court""","""173.83559529806405""","""101.65397538532244""","""Hayre""","""Kolkata""","""no""","""Small Businesses""","""male"""
"""Mamooty Yadav""","""7""","""Banking Finance Law Immigration Law Consumer Protection Law""","""3.0""","""hindi, odia, urdu""","""High Court""","""459.3140127741998""","""114.11872591678735""","""Krishnan Group""","""Chennai""","""no""","""Small Businesses""","""female"""
"""Emir Khurana""","""9""","""Immigration Law Immigration Law Environmental Law""","""3.0""","""gujarati, punjabi, telugu""","""High Court""","""335.25025782459886""","""110.30180471431804""","""Rana Ltd""","""Bangalore""","""yes""","""Small Businesses""","""female"""
"""Manjari Jain""","""8""","""Human Rights Law Banking Finance Law Constitutional Law""","""5.0""","""hindi, kannada, malayalam""","""District Court""","""82.35802279240052""","""110.19857493915444""","""Mand""","""Delhi""","""no""","""Individuals""","""male"""
"""Navya Dar""","""12""","""Intellectual Property Law Real Estate Law Tax Law""","""5.0""","""gujarati, hindi, marathi""","""Specialized Court""","""459.0525149760664""","""111.65505478749358""","""Randhawa""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Nayantara Goyal""","""2""","""Real Estate Law Banking Finance Law Civil Law""","""""","""hindi, kannada, tamil""","""High Court""","""480.9949961793001""","""""","""Atwal Inc""","""Hyderabad""","""no""","""Small Businesses""","""female"""
"""Raunak Kaur""","""1""","""Real Estate Law Real Estate Law Labor Law""","""1.0""","""bengali, hindi, punjabi""","""Specialized Court""","""84.97058827627647""","""90.4827763055526""","""Gulati-Buch""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Biju Joshi""","""16""","""Media Entertainment Law Consumer Protection Law Immigration Law""","""5.0""","""assamese, bengali, urdu""","""Supreme Court""","""289.5621056875917""","""103.092256247675""","""Madan""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Trisha Barad""","""23""","""Real Estate Law Criminal Law Human Rights Law""","""1.0""","""bengali, odia, urdu""","""Supreme Court""","""186.5139269963767""","""100.98121427149532""","""Subramaniam""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Gatik Maharaj""","""23""","""Family Law Civil Law Medical Law""","""5.0""","""punjabi, tamil""","""High Court""","""226.77758441663107""","""85.36400644892609""","""Magar""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Kismat Kothari""","""24""","""Real Estate Law Labor Law Tax Law""","""1.0""","""kannada, marathi, tamil""","""Supreme Court""","""130.84304807990384""","""96.07235113212404""","""Gulati-Dara""","""Mumbai""","""yes""","""Individuals""","""male"""
"""Indranil Sarna""","""5""","""Environmental Law Corporate Law Real Estate Law""","""4.0""","""bengali, telugu""","""Specialized Court""","""310.13244590558566""","""89.47355299823109""","""Agarwal-Ganesan""","""Bangalore""","""yes""","""Individuals""","""male"""
"""Kashvi Bhatnagar""","""3""","""Media Entertainment Law Consumer Protection Law Constitutional Law""","""4.0""","""assamese, malayalam, telugu""","""District Court""","""481.0907089620008""","""77.19100637309916""","""Samra-Lad""","""Kolkata""","""no""","""Individuals""","""female"""
"""Rhea Dayal""","""12""","""Criminal Law Human Rights Law Labor Law""","""3.0""","""bengali, telugu, urdu""","""High Court""","""276.3826701222241""","""109.35691112064524""","""Zacharia""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Emir Saini""","""8""","""Consumer Protection Law Medical Law Human Rights Law""","""1.0""","""assamese, malayalam, urdu""","""Supreme Court""","""87.31156162751651""","""90.82798863795134""","""Dubey-Datta""","""Kolkata""","""yes""","""Small Businesses""","""female"""
"""Tanya Mann""","""22""","""Intellectual Property Law Family Law Civil Law""","""""","""kannada, malayalam, punjabi""","""Specialized Court""","""329.00060006483375""","""""","""Swaminathan Group""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Tarini Chana""","""27""","""Criminal Law Corporate Law Banking Finance Law""","""3.0""","""kannada, punjabi""","""Specialized Court""","""203.10034750306568""","""65.6176159470025""","""Bhavsar-Yadav""","""Kolkata""","""no""","""Individuals""","""female"""
"""Fateh Varty""","""3""","""Tax Law Criminal Law Media Entertainment Law""","""4.0""","""gujarati, punjabi, tamil""","""Supreme Court""","""435.166335316084""","""81.6483184073495""","""Ramanathan-Ganesan""","""Delhi""","""yes""","""Large Corporations""","""female"""
"""Trisha Bhavsar""","""1""","""Intellectual Property Law Intellectual Property Law Civil Law""","""1.0""","""hindi, kannada, tamil""","""Specialized Court""","""245.6051667424116""","""90.48958255036308""","""Lall""","""Delhi""","""no""","""Small Businesses""","""female"""
"""Navya Tata""","""3""","""Criminal Law Environmental Law Media Entertainment Law""","""5.0""","""assamese, punjabi, telugu""","""Specialized Court""","""136.77782402401053""","""107.06071646443372""","""Choudhry-Buch""","""Mumbai""","""yes""","""Small Businesses""","""female"""
"""Saksham Dixit""","""5""","""Intellectual Property Law Environmental Law Immigration Law""","""2.0""","""assamese, telugu, urdu""","""High Court""","""135.99753021101523""","""95.99204058903275""","""Keer""","""Chennai""","""no""","""Large Corporations""","""male"""
"""Bhavin Kara""","""15""","""Tax Law Civil Law Real Estate Law""","""4.0""","""assamese, gujarati, hindi""","""Specialized Court""","""395.9438813245222""","""94.65709131271127""","""Gill""","""Hyderabad""","""yes""","""Individuals""","""male"""
"""Faiyaz Balay""","""14""","""Constitutional Law Environmental Law Banking Finance Law""","""3.0""","""malayalam, punjabi, urdu""","""Supreme Court""","""169.51441923831197""","""73.0910431116878""","""Raj""","""Kolkata""","""no""","""Individuals""","""female"""
"""Pari Raman""","""3""","""Environmental Law Environmental Law Tax Law""","""1.0""","""hindi, marathi, telugu""","""High Court""","""395.2550273716503""","""72.64587904155793""","""Sehgal-Guha""","""Bangalore""","""no""","""Individuals""","""female"""
"""Inaaya  Kara""","""1""","""Family Law Family Law Criminal Law""","""2.0""","""marathi, tamil, telugu""","""Supreme Court""","""142.64928984496973""","""94.83756990434856""","""Sani""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Madhav Loyal""","""5""","""Family Law Constitutional Law Tax Law""","""""","""hindi, odia, urdu""","""District Court""","""194.75886591558924""","""""","""Bhandari-Sem""","""Chennai""","""no""","""Individuals""","""male"""
"""Rhea Vyas""","""26""","""Banking Finance Law Banking Finance Law Tax Law""","""5.0""","""malayalam, telugu""","""Supreme Court""","""259.4691375978647""","""82.02183374566008""","""Batra""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Aarav Batra""","""23""","""Media Entertainment Law Intellectual Property Law Civil Law""","""3.0""","""punjabi, telugu, urdu""","""Supreme Court""","""474.4381323620528""","""97.51375993628788""","""Deol-Buch""","""Chennai""","""yes""","""Individuals""","""female"""
